id,price,name
557947,6560.00,Портативный SSD Samsung 1TB USB 3.2 Gen 2 Type-C Shield T7 (MU-PE1T0S/EU)
569902,10499.00,Портативный SSD ASUS TUF GAMING AS2000/BLK/G/AS PCIe NVMe M.2 2230/2242/2260/2280 USB Type-C 3.2 Gen 2x1 2TB
590425,3849.00,Портативный SSD Apacer 1TB USB 3.2 Gen 2x2 Type-C AS723
590443,2800.00,Портативный SSD Apacer 500GB USB 3.2 Gen 2x2 Type-C AS723
590446,7000.00,Портативный SSD Apacer 2TB USB 3.2 Gen 2x2 Type-C AS723
626522,3850.00,Портативный SSD Transcend 1TB USB 3.2 Gen 2x2 Type-C ESD360C Серый
632984,1800.00,Накопитель SSD APACER M.2 512GB PCIe Gen4 x4 Q4L (AP512GAS2280Q4L-1)
524395,0.00,Накопитель SSD Kingston M.2 1TB PCIe 4.0 NV2
525900,0.00,Накопитель SSD WD M.2 1TB PCIe 4.0 Black SN850X
552142,0.00,"SSD накопитель SAMSUNG 2.5"" 1TB SATA 870EVO (MZ-77E1T0B/EU)"
459972,0.00,"SSD накопитель KINGSTON KC600 2048GB 2.5"" SATA 3D TLC (SKC600/2048G)"
462219,0.00,SSD накопитель Kingston DC1000B 240GB M.2 NVMe PCIe 3.0 4x 2280 (SEDC1000BM8/240G)
472209,0.00,"SSD накопитель Patriot 2.5"" 512GB SATA TLC P210"
558232,0.00,SSD накопитель SAMSUNG M.2 2TB PCIe 4.0 990PRO (MZ-V9P2T0CW)
572116,0.00,SSD накопитель ADATA M.2 256GB PCIe 3.0 XPG LEGEND 710 (ALEG-710-256GCS)
518677,0.00,SSD накопитель PATRIOT PCIe 3.0 M.2 240GB P310 (P310P240GM28)
597426,0.00,SSD Накопитель Kingston M.2 480GB PCIe 4.0 DC2000B (SEDC2000BM8/480G)
407319,0.00,"SSD накопитель CRUCIAL MX500 500GB 2.5"" SATA (CT500MX500SSD1)"
407320,0.00,"SSD накопитель CRUCIAL MX500 1TB 2.5"" SATA (CT1000MX500SSD1)"
435118,0.00,SSD накопитель Transcend MTE110 1TB M.2 PCle 3.0 4x 2280 (TS1TMTE110S)
460067,0.00,"SSD накопитель WD Red 500GB 2.5"" SATA"
476257,0.00,SSD накопитель Team M.2 NVMe PCIe 3.0 x4 256GB MP34 2280 TLC (TM8FP4256G0C101)
484507,0.00,Портативный SSD Transcend 1TB USB 3.1 ESD370C Gen 2 Type-C Navy Blue (TS1TESD370C)
537374,0.00,SSD накопитель WD M.2 2TB PCIe 4.0 Black SN850X (WDS200T2X0E)
538256,0.00,SSD накопитель HPE SSD 960GB 2.5inch SATA RI BC MV
543274,0.00,SSD накопитель WD M.2 4TB PCIe 4.0 Black SN850X (WDS400T2X0E)
550318,0.00,"SSD Накопитель SAMSUNG 250GB SATA V-NAND 2.5"" 3bit MLC 870 EVO (MZ-77E250B/EU)"
619550,0.00,SSD накопитель Transcend M.2 256GB PCIe 3.0 (TS256GMTE672A-I)
445394,0.00,SSD накопитель TRANSCEND 230S 128GB mSATA 3D TLC (TS128GMSA230S)
457781,0.00,Портативный SSD накопитель ADATA USB 3.2 Gen2 Type-C SC680 240GB
468782,0.00,"SSD накопитель Intel 2.5"" S4510 960GB SATA TLC (SSDSC2KB960G801)"
471094,0.00,SSD накопитель Apacer M.2 1TB AS2280P4 NVMe PCIe 3.0 x4 2280 3D TLC (AP1TBAS2280P4-1)
476250,0.00,"SSD накопитель Team 2.5"" SATA 480GB CX1 TLC (T253X5480G0C101)"
481535,0.00,Портативный SSD SanDisk 500GB Extreme V2 E61 Type-C (SDSSDE61-500G-G25)
488733,0.00,SSD накопитель mSATA Kingston SKC600 256GB 3D TLC
489083,0.00,Твердотельный накопитель SSD ADATA M.2 NVMe PCIe 3.0 x4 1TB 2280 SPECTRIX RGB
489086,0.00,SSD накопитель SAMSUNG 980 PRO 2TB M.2 NVMe PCIe 4.0 4x2280 3-bit MLC (MZ-V8P2T0BW)
502516,0.00,"SSD накопитель Apacer SATA 2.5"" 960GB AS340 TLC (AP960GAS340XC-1)"
523880,0.00,SSD накопитель HPE SSD 960GB 2.5inch SATA MU BC MV (P40503-B21)
525012,0.00,SSD накопитель KINGSTON M.2 2TB PCIe 4.0 NV2 (SNV2S/2000G)
530313,0.00,Накопитель SSD Transcend M.2 2TB PCIe 4.0 MTE250S
543410,0.00,"SSD накопитель WD 2.5"" 250GB SATA Blue (WDS250G3B0A)"
544187,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 LEGEND 850 Lite (ALEG-850L-2000GCS)
550327,0.00,"SSD накопитель SAMSUNG 4TB SATA V-NAND 2.5"" 3bit MLC 870 EVO (MZ-77E4T0B/EU)"
566262,0.00,SSD накопитель TRANSCEND M.2 256GB PCIe 3.0 MTE400S 2242 (TS256GMTE400S)
571055,0.00,Накопитель SSD Transcend M.2 2TB PCIe 4.0 MTE245S
571375,0.00,SSD накопитель Gigabyte M.2 2TB PCIe 4.0 Aorus
572100,0.00,SSD накопитель ADATA M.2 256GB PCIe 3.0 XPG LEGEND 700 (ALEG-700-256GCS)
572104,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG LEGEND 800 (ALEG-800-2000GCS)
572119,0.00,SSD накопитель ADATA M.2 512GB PCIe 3.0 XPG LEGEND 700 (ALEG-700-512GCS)
572121,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG GAMMIX S70 BLADE (AGAMMIXS70B-2T-CS)
574767,0.00,SSD накопитель SAMSUNG M.2 1TB PCIe 4.0 990EVO (MZ-V9E1T0BW)
641890,0.00,SSD накопитель Transcend M.2 2242 1TB (TS1TMTS425S)
644227,0.00,Портативный SSD Samsung 2TB USB 3.2 Gen 2 Type-C T7 Shield (MU-PE2T0K/WW)
39369,0.00,SSD накопитель Kingston SSDNow V300 (SV300S37A/60G)
407321,0.00,"SSD накопитель CRUCIAL MX500 250GB 2.5"" SATA (CT250MX500SSD1)"
422442,0.00,SSD накопитель TRANSCEND MTE110 256GB M.2 PCle 3.0 4x 2280 (TS256GMTE110S)
431109,0.00,SSD накопитель TRANSCEND MTE110 512GB M.2 NVMe PCle 3.0 4x 2280 (TS512GMTE110S)
434975,0.00,SSD накопитель ADATA XPG SX6000 Lite 256GB M.2 NVMe PCIe 3.0 x4 2280 3D TLC (ASX6000LNP-256GT-C)
434978,0.00,SSD накопитель ADATA XPG SX6000 Lite 512GB M.2 NVMe PCIe 3.0 x4 2280 3D TLC (ASX6000LNP-512GT-C)
435115,0.00,SSD накопитель ADATA XPG GAMMIX SX6000 Lite 1TB M.2 PCIe 3.0 x4 2280 3D TLC (ASX6000LNP-1TT-C)
436845,0.00,SSD накопитель SAMSUNG 970 EVO PLUS 500GB M.2 NVMe PCIe (MZ-V7S500BW)
443419,0.00,"SSD накопитель KINGSTON DC500R 3840GB 2.5"" SATA 3D TLC (SEDC500R/3840G)"
443420,0.00,"SSD накопитель KINGSTON DC500R 480GB 2.5"" SATA 3D TLC (SEDC500R/480G)"
443438,0.00,"SSD накопитель KINGSTON DC500R 1920GB 2.5"" SATA 3D TLC (SEDC500R/1920G)"
444421,0.00,"SSD накопитель APACER AS340 960GB 2.5"" SATA TLC (AP960GAS340G-1)"
444422,0.00,"SSD накопитель Kingston DC500R 960GB 2.5"" SATA 3D TLC (SEDC500R/960G)"
459991,0.00,"SSD накопитель MICRON Crucial BX500 1TB 2.5"" SATA 3D TLC"
462201,0.00,SSD накопитель Kingston DC1000B 480GB M.2 NVMe PCIe 3.0 4x 2280 (SEDC1000BM8/480G)
462204,0.00,SSD накопитель PATRIOT P300 512GB M.2 NVMe PCIe 3.0 x4 2280 (P300P512GM28)
463361,0.00,SSD накопитель mSATA Transcend 230S 256GB 3D TLC
463515,0.00,"SSD накопитель KINGSTON 266GB KC600 2.5"" SATAIII Bundle (SKC600B/256G)"
463516,0.00,"SSD накопитель KINGSTON 512GB KC600 2.5"" SATAIII Bundle (SKC600B/512G)"
463517,0.00,"SSD накопитель KINGSTON 1024GB KC600 2.5"" SATAIII Bundle (SKC600B/1024G)"
463518,0.00,"SSD накопитель KINGSTON 2048GB KC600 2.5"" SATAIII Bundle (SKC600B/2048G)"
468247,0.00,"SSD накопитель GIGABYTE 256GB 2.5"" SATA TLC (GP-GSTFS31256GTND)"
468251,0.00,SSD накопитель GIGABYTE AORUS RGB 256GB M.2 NVMe (GP-ASM2NE2256GTTDR)
468254,0.00,SSD накопитель GIGABYTE AORUS 512GB M.2 NVMe (GP-ASM2NE2512GTTDR)
468781,0.00,"SSD накопитель Intel 2.5"" S4510 480GB SATA TLC (SSDSC2KB480G801)"
471092,0.00,SSD накопитель Apacer M.2 500GB AS2280Q4 NVMe PCIe 4.0 x4 2280 3D TLC (AP500GAS2280Q4-1)
471093,0.00,SSD накопитель Apacer M.2 512GB AS2280P4 NVMe PCIe 3.0 x4 2280 3D TLC (AP512GAS2280P4-1)
472214,0.00,"SSD накопитель SAMSUNG 870 QVO 2TB 2.5"" SATA V5 (9X Layer) QLC (MZ-77Q2T0BW)"
472215,0.00,"SSD накопитель SAMSUNG 870 QVO 4TB 2.5"" SATA V5 (9X Layer) QLC (MZ-77Q4T0BW)"
475024,0.00,"SSD накопитель Apacer 2.5"" 1TB AS350 SATA TLC (AP1TBAS350-1)"
475027,0.00,"SSD накопитель GIGABYTE 2.5"" 1TB SATA TLC (GP-GSTFS31100TNTD)"
475029,0.00,SSD накопитель GIGABYTE M.2 256GB NVMe PCIe 3.0 4x 2280 (GP-GSM2NE3256GNTD)
475033,0.00,SSD накопитель Synology M.2 400GB NVMe PCIe 3.0 x4 22110 (SNV3500-400G)
475034,0.00,SSD накопитель Synology M.2 400GB NVMe PCIe 3.0 x4 2280 (SNV3400-400G)
476242,0.00,"SSD накопитель Patriot 2.5"" 256GB SATA TLC P210 (P210S256G25)"
477664,0.00,"SSD накопитель INTEL 2.5"" S4610 240GB SATA TLC (SSDSC2KG240G801)"
482210,0.00,Портативный SSD накопитель WD Passport USB 3.0 500GB Silver (WDBAGF5000ASL-WESN)
484506,0.00,Портативный SSD Transcend 500GB USB 3.1 ESD370C Gen 2 Type-C Navy Blue (TS500GESD370C)
486292,0.00,Твердотельный накопитель SSD Kingston M.2 NVMe PCIe 3.0 4x 960GB DC1000B 2280 (SEDC1000BM8/960G)
487326,0.00,"SSD накопитель SAMSUNG 870 EVO 4TB 2.5"" SATA V-NAND 3bit MLC (MZ-77E4T0BW)"
489085,0.00,SSD накопитель SAMSUNG 980 PRO 1TB M.2 NVMe PCIe 4.0 4x2280 3-bit MLC (MZ-V8P1T0BW)
489092,0.00,Твердотельный накопитель SSD Seagate M.2 NVMe PCIe 3.0 x4 256GB 2280 Barracuda 510
490167,0.00,SSD накопитель Gigabyte AIC AORUS 512GB NVMe PCIe 3.0 4x RGB (GP-ASACNE2512GTTDR)
494975,0.00,SSD накопитель WD M.2 NVMe PCIe 3.0 4x 2TB SN750 Black 2280 + HC (WDS200T3XHC)
499272,0.00,SSD накопитель HP 960GB SATA MU SFF SC DS SSD (P09716-B21)
500643,0.00,Твердотельный накопитель SSD U.2 NVMe Kingston DC1500M 960GB Enterprise (SEDC1500M/960G)
500664,0.00,Твердотельный накопитель SSD U.2 NVMe Kingston DC1500M 1920GB Enterprise (SEDC1500M/1920G)
501413,0.00,Твердотельный накопитель SSD U.2 NVMe Kingston DC1500M 3840GB Enterprise (SEDC1500M/3840G)
502584,0.00,"SSD накопитель Lenovo ThinkSystem 2.5"" 5300 960GB Mainstream SATA 6Gb Hot Swap SSD (4XB7A17089)"
504651,0.00,SSD накопитель M.2 Kingston 500GB Fury Renegade NVMe PCIe 4.0 4x 2280 (SFYRS/500G)
504656,0.00,"SSD накопитель APACER SATA 2.5"" 128GB AS350X TLC (AP128GAS350XR-1)"
511936,0.00,SSD накопитель ADATA M.2 NVMe PCIe 4.0 x4 1TB 2280 LEGEND 840 (ALEG-840-1TCS)
515975,0.00,"SSD накопитель WD 500GB 2.5"" SATA TLC (WDS500G3B0A)"
518671,0.00,SSD накопитель PATRIOT PCIe 3.0 M.2 480GB P310 (P310P480GM28)
523878,0.00,SSD накопитель HPE SSD 480GB 2.5inch SATA MU BC MV (P40502-B21)
524378,0.00,Накопитель SSD Kingston M.2 250GB PCIe 4.0 NV2
524392,0.00,Накопитель SSD Kingston M.2 500GB PCIe 4.0 NV2
526162,0.00,SSD накопитель WD M.2 1TB PCIe 4.0 Black SN770 (WDS100T3X0E)
528127,0.00,Накопитель SSD Kingston M.2 500GB PCIe 4.0 Fury Renegade + радиатор
530306,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE250S
530307,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE240S
530311,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE250H
539313,0.00,Накопитель SSD Kingston M.2 4 4TB M.2 2280 NVMe PCIe (SNV2S/4000G)
543409,0.00,"SSD накопитель WD 2.5"" 1TB SATA Blue (WDS100T3B0A)"
544177,0.00,SSD накопитель ADATA M.2 4TB PCIe 4.0 LEGEND 960 MAX (ALEG-960M-4TCS)
544180,0.00,SSD накопитель ADATA M.2 4TB PCIe 4.0 LEGEND 960 (ALEG-960-4TCS)
544188,0.00,SSD накопитель ADATA M.2 1TB PCIe 4.0 LEGEND 850 Lite (ALEG-850L-1000GCS)
544197,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 LEGEND 850 (ALEG-850-2TCS)
544198,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 LEGEND 960 MAX (ALEG-960M-2TCS)
548933,0.00,"SSD накопитель CRUCIAL 2.5"" 500GB SATA BX500 (CT500BX500SSD1)"
549286,0.00,Портативный SSD Transcend 512GB USB 3.1 Gen 2 Type-C ESD300 Blue (TS512GESD300C)
550330,0.00,SSD накопитель SAMSUNG M.2 1TB PCIe 4.0 (NVMe) (MZ-V9P1T0GW)
550331,0.00,SSD накопитель SAMSUNG M.2 2TB PCIe 4.0 (NVMe) (MZ-V9P2T0GW)
550761,0.00,"SSD Накопитель Netac 2.5""  128GB SATA N600S (NT01N600S-128G-S3X)"
550762,0.00,"SSD Накопитель Netac 2.5""  128GB SATA SA500 (NT01SA500-128-S3X)"
550777,0.00,SSD Накопитель Netac M.2  250GB  PCIe 3.0 NV3000 (NT01NV3000-250-E4X)
557945,0.00,Портативный SSD Samsung 1TB USB 3.2 Gen 2 Type-C Shield Blue T7 (MU-PE1T0R/EU)
557946,0.00,Портативный SSD Samsung 2TB USB 3.2 Gen 2 Type-C Shield T7 (MU-PE2T0K/EU)
559225,0.00,Портативный SSD Samsung 2TB USB 3.2 Gen 2 Type-C T9 Black (MU-PG2T0B/EU)
571053,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE245S
571054,0.00,Накопитель SSD Transcend M.2 4TB PCIe 4.0 MTE245S
571370,0.00,SSD накопитель  Gigabyte M.2  1TB PCIe 3.0 2500E
572094,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG LEGEND 800 GOLD (SLEG-800G-2000GCS-S38)
572095,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG GAMMIXS60 (AGAMMIXS60-2T-CS)
572097,0.00,SSD накопитель ADATA M.2 512GB PCIe 3.0 XPG LEGEND 710 (ALEG-710-512GCS)
572102,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG LEGEND 900 (SLEG-900-2TCS)
572108,0.00,SSD накопитель ADATA M.2 1TB PCIe 4.0 XPG GAMMIXS60 (AGAMMIXS60-1T-CS)
574244,0.00,"SSD Накопитель WD 2.5"" 2TB SATA Red (WDS200T2R0A)"
575253,0.00,"SSD накопитель Synology SATA 2.5"" 1920GB (SAT5220-1920G)"
575254,0.00,"SSD накопитель Synology SATA 2.5"" 3840GB (SAT5220-3840G)"
582291,0.00,"SSD накопитель Patriot 2.5"" 256GB SATA P220"
594583,0.00,SSD накопитель Apacer M.2 1TB PCIe 3.0 P4X (AP1TBAS2280P4X-1)
594723,0.00,"SSD накопитель Synology 2.5"" 960GB SATA (SAT5220-960G)"
611680,0.00,SSD накопитель Transcend M.2 1TB PCIe 4.0 MTE310S 2230 (TS1TMTE310S)
633898,0.00,SSD накопитель SAMSUNG M.2 2TB PCIe 4.0 990EVO PLUS (MZ-V9S2T0BW)
639201,0.00,SSD накопитель TRANSCEND M.2 256GB PCIe 3.0 MTE300S 2230 (TS256GMTE300S)
